siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
3,47.992119,63.779522,64.960632,6.4615383,9.5,9.5,1.8658674,1
3,,,67.716537,6.4102564,,,1.8578993,0
3,47.007847,,63.385826,14.285714,,,2.65926,1
5,,72.047241,75.590553,9.6000004,9.5,12.5,2.2617631,0
5,49.999981,68.897636,72.047241,11.368421,11.5,11.5,2.4308393,0
4,47.007847,66.929123,68.503937,6.9533334,9.5,9.5,1.9392211,0
3,47.992119,65.747993,70.866142,7.7142859,9.5,9.5,2.0430739,0
6,45.984222,59.842499,62.992126,6.4457145,10.5,10.5,1.8634155,1
5,47.007847,64.173195,66.141731,8.666667,,,2.1594844,0
,,72.047241,72.047241,12.820513,,,2.5510464,0
3,47.007847,,67.716537,12,,,2.4849067,0
3,47.992119,65.354324,72.834648,6.295814,9.5,9.5,1.839885,0
3,52.007839,72.44091,74.015747,13.72093,9.5,11.5,2.6189225,0
,49.999981,,66.141731,3.25,,,1.178655,1
,,61.417301,62.598427,4.6052632,9.5,,1.5271999,1
4,50.984219,72.834625,74.015747,1.74,,,.5538851,0
5,49.015743,67.3228,70.078743,8.2142859,11.5,11.5,2.1058748,0
3,44.999985,,70.078743,5.4054055,9.5,9.5,1.6873995,0
4,,,72.047241,10,,,2.3025851,0
6,47.007847,70.078728,71.259842,10.378378,9.5,8.5,2.3397245,0
1,,,66.141731,7.647059,,,2.0343211,0
,44.999985,61.023594,61.811024,6.4571428,9.5,9.5,1.8651869,1
3,47.992119,66.929123,68.897636,15.466666,9.5,9.5,2.738687,0
4,49.999981,67.716507,71.259842,12.888889,10.5,10.5,2.5563657,0
4,,66.929123,68.897636,3.8,6,6,1.3350011,0
4,49.015743,66.535416,66.535431,9.304348,10.5,9.5,2.2304819,0
3,54.999973,,73.228348,12.5,,,2.5257287,0
7,,64.960617,70.078743,6.7857141,,,1.9148196,0
4,47.992119,63.779522,67.716537,7.609756,10.5,8.5,2.0294311,0
8,49.999981,71.653534,73.622047,6.8666668,10.5,9.5,1.9266788,0
3,49.015743,66.141708,67.716537,8.3888893,11.5,9.5,2.1269081,1
,,,66.141731,8,,,2.0794415,0
3,50.984219,72.44091,72.440948,13.6,11.5,9.5,2.6100698,0
,50.984219,,72.440948,3.409091,,,1.2264457,0
4,50.984219,,72.834648,13.68,,,2.6159348,0
8,45.984222,61.417301,62.598427,6.5789475,9.5,9.5,1.8838748,1
3,49.015743,,69.291336,50.400002,,,3.9199913,0
4,52.992115,72.047241,72.834648,5.5238094,10.5,10.5,1.7090677,0
4,47.992119,73.228333,75.590553,10,11.5,9.5,2.3025851,0
3,47.992119,67.3228,68.110237,4.8971429,11.5,11.5,1.5886519,0
3,,66.141708,69.685036,17.297297,11.5,13.5,2.8505502,0
3,52.007839,,66.535431,6.6666665,,,1.89712,1
4,,65.747993,68.110237,9.6000004,,,2.2617631,1
3,49.015743,68.110222,68.897636,16.571428,9.5,8.5,2.8076801,0
4,47.992119,,68.110237,16.200001,,,2.7850113,0
5,,72.44091,73.228348,9.25,10.5,13.5,2.2246234,0
4,47.007847,66.141708,67.716537,5.8333335,,9.5,1.7635887,0
2,49.999981,64.566902,64.960632,8.2285719,9.5,9.5,2.1076124,1
,,,63.385826,7.8000002,,,2.0541236,1
9,,,65.748032,5.1351352,,,1.6361061,1
3,,,60.629921,4.3243241,10.5,9.5,1.4642558,1
,44.015713,61.023594,61.023621,3.4210527,,,1.2299483,1
3,47.007847,70.078728,71.259842,8.8421049,10.5,11.5,2.1795249,0
2,47.992119,63.385815,68.503937,8.8421049,,9.5,2.1795249,0
5,,,63.385826,10.571428,,,2.358155,1
3,,66.929123,67.322838,3.2222223,9.5,9.5,1.1700712,0
2,47.992119,70.472443,70.472443,9.1999998,10.5,10.5,2.2192035,0
,47.992119,64.960617,68.897636,8.5714283,9.5,13.5,2.1484344,0
3,49.999981,68.110222,70.472443,6.1538463,9.5,9.5,1.8170773,0
4,49.015743,,71.653542,8.3999996,,,2.1282318,0
4,50.984219,,61.811024,6.6666665,,,1.89712,0
6,47.992119,60.629921,62.204723,12.752666,17,17,2.5457404,1
3,47.992119,,66.929131,10.444445,,,2.3460703,0
9,,,61.811024,4.6923075,,,1.5459244,1
5,49.015743,,70.078743,8.1599998,,,2.0992441,0
3,47.992119,69.68502,70.866142,12,10.5,10.5,2.4849067,0
5,47.992119,66.929123,70.866142,8.8815794,11.5,10.5,2.1839795,0
3,47.992119,64.173195,67.716537,7.1111112,9.5,9.5,1.9616585,0
,52.992115,72.047241,75.196854,6.4102564,9.5,9.5,1.8578993,0
,,,61.023621,8.2572966,,,2.1110973,1
4,44.999985,62.20472,63.385826,6.3157897,,,1.8430527,1
3,44.015713,57.480278,58.661419,2.6666667,9.5,9.5,.9808293,1
7,,,72.047241,9.257143,,,2.2253954,0
,44.999985,62.992104,64.566933,7.3170733,9.5,,1.9902104,1
,49.999981,,67.322838,7.5,,,2.0149031,0
7,,62.598392,62.992126,8.0491428,10.5,9.5,2.0855656,1
4,49.015743,68.897636,70.472443,16.666666,9.5,9.5,2.8134108,0
5,,66.535416,67.322838,8.4444447,10.5,,2.1335087,0
2,,63.779522,70.078743,13.8,9.5,12.5,2.6246686,0
4,45.984222,61.811012,61.811024,4.8631577,10.5,9.5,1.5816879,1
,,66.929123,68.110237,4,9.5,9.5,1.3862944,1
3,50.984219,67.3228,70.866142,5.1666665,,,1.6422276,0
,49.999981,,70.472443,4.25,,,1.446919,0
3,49.015743,,74.409447,7.5,9.5,9.5,2.0149031,0
4,,,63.779526,11.428572,,,2.4361165,1
3,50.984219,,74.015747,12.5,,,2.5257287,0
3,49.999981,68.110222,68.110237,43.200001,6,10.5,3.7658405,0
4,49.015743,62.20472,62.992126,5.6666665,9.5,9.5,1.734601,1
2,,,68.503937,4.1025643,,,1.4116123,0
2,47.007847,60.629921,61.417324,3.9285715,9.5,9.5,1.3682759,1
6,47.007847,,62.598427,5.765625,,,1.7519135,1
3,52.007839,67.3228,68.503937,13.720976,10.5,11.5,2.6189258,1
4,,,63.779526,5.868,,,1.7695138,0
,47.992119,,67.322838,9,,,2.1972246,0
4,,70.078728,71.653542,12.8,10.5,10.5,2.5494452,0
,47.992119,66.535416,67.322838,4.5538464,11.5,9.5,1.5159723,0
6,42.007851,,68.897636,8.5333338,,,2.14398,0
2,45.984222,64.566902,65.354332,9.2432432,12.5,11.5,2.2238929,0
,54.999973,70.078728,76.771652,12.857142,11.5,9.5,2.5538995,0
3,52.007839,66.929123,66.929131,5.5384617,9.5,9.5,1.7117168,1
3,,64.173195,67.322838,10.285714,6,11.5,2.3307559,0
,49.015743,66.141708,69.291336,9.4834146,10.5,9.5,2.2495444,0
2,47.007847,61.417301,61.811024,11.75,11.5,9.5,2.4638534,0
3,,,66.535431,4.9729729,,,1.6040179,1
3,47.992119,,71.653542,9.2105265,9.5,9.5,2.2203469,0
6,49.015743,,72.047241,50,,,3.9120231,0
3,49.999981,69.291313,72.047241,15.263158,9.5,9.5,2.7254419,0
,49.999981,,72.047241,8.5714283,,,2.1484344,0
2,47.992119,67.3228,67.322838,20,12.5,9.5,2.9957323,0
,,,68.503937,4.477612,,,1.4990898,0
2,47.992119,,70.078743,11,9.5,,2.3978953,0
4,47.007847,,62.204723,8.8421049,,,2.1795249,1
4,,72.44091,72.834648,8.6315794,10.5,10.5,2.1554275,1
3,49.015743,,72.440948,13.225,,,2.582109,0
6,,60.629921,61.023621,6.352941,10.5,8.5,1.8489178,1
3,47.007847,63.779522,64.566933,8.5714283,11.5,9.5,2.1484344,1
4,49.015743,67.3228,69.685036,9.4444447,11.5,9.5,2.2454267,0
5,,61.023594,68.110237,1.1242106,,,.1170811,0
4,,64.960617,64.960632,11.189189,8.5,9.5,2.414948,1
8,,69.68502,70.078743,14.814815,9.5,15,2.6956277,0
3,52.007839,68.503929,69.291336,15.555555,11.5,13.5,2.7444179,0
6,50.984219,,67.716537,10.971429,,,2.3952944,0
3,49.015743,68.110222,70.472443,6,9.5,9.5,1.7917595,0
3,,66.929123,68.110237,10,10.5,10.5,2.3025851,1
3,50.984219,70.472443,70.866142,9.8857145,10.5,10.5,2.2910907,0
2,49.015743,69.68502,70.866142,4.7368422,,,1.5553707,0
4,44.015713,,70.866142,6.6666665,9.5,9.5,1.89712,0
4,,68.110222,70.472443,6.25,10.5,10.5,1.8325815,0
3,44.999985,,62.598427,5.7837839,,,1.7550582,1
5,,,64.566933,2.8205128,,,1.0369188,1
3,47.007847,61.023594,62.598427,7.3809524,,,1.9989027,1
6,42.992088,62.992104,64.566933,8.9902706,10.5,10.5,2.1961429,0
,,68.110222,71.259842,4.4000001,,,1.4816046,0
5,,,70.866142,6.1333332,,,1.8137383,0
3,50.984219,67.3228,68.110237,5.8974357,9.5,9.5,1.7745177,1
,50.984219,69.68502,70.078743,8.2702703,6,9.5,2.1126671,0
3,50.984219,,74.803146,14.285714,,,2.65926,0
10,49.015743,65.747993,67.322838,9.6420002,10.5,10.5,2.2661285,1
,47.007847,,64.566933,12.733334,,,2.5442233,1
4,47.992119,66.535416,66.929131,8.9743586,9.5,9.5,2.1943715,0
3,49.999981,70.078728,70.472443,3.1944444,10.5,8.5,1.1614132,0
4,52.992115,71.259819,73.228348,27.200001,,,3.3032169,0
,,,68.110237,3.8095238,10.5,9.5,1.3375041,0
3,45.984222,60.23621,65.354332,6.8571429,9.5,9.5,1.9252908,1
3,49.015743,67.3228,68.503937,6.6666665,9.5,9.5,1.89712,0
5,52.007839,68.110222,68.897636,9.6000004,9.5,9.5,2.2617631,1
,,,72.047241,16,,,2.7725887,0
3,,70.078728,71.259842,11.612904,9.5,9.5,2.452117,0
2,47.992119,63.385815,64.173225,8.6285715,10.5,9.5,2.1550789,1
3,50.984219,70.472443,71.259842,11.618462,9.5,9.5,2.4525952,0
4,,68.110222,71.653542,12.8,9.5,9.5,2.5494452,0
3,50.984219,65.747993,66.929131,7.5652175,15,11.5,2.023561,1
4,,,66.929131,15,9.5,9.5,2.7080503,0
,,62.992104,64.173225,7.1999998,,,1.974081,1
3,49.015743,66.929123,67.716537,10.5,11.5,,2.3513753,0
5,,68.503929,71.259842,8.5405407,10.5,9.5,2.1448243,0
3,49.015743,65.747993,71.259842,10,10.5,10.5,2.3025851,0
4,,70.472443,73.622047,11.111111,11.5,12.5,2.4079456,0
4,,,68.110237,8.9059458,,,2.1867192,0
4,,64.173195,66.535431,6.8888888,9.5,9.5,1.9299098,0
4,,,63.779526,8.3999996,,,2.1282318,1
4,52.007839,69.291313,71.259842,8.6842108,9.5,10.5,2.1615064,0
3,50.984219,69.291313,74.409447,9,10.5,8.5,2.1972246,0
4,47.007847,62.598392,66.929131,17,12.5,12.5,2.8332133,0
4,,66.535416,66.929131,8.3557892,,,2.1229546,1
3,52.992115,75.98423,77.559052,9.7777777,9.5,9.5,2.2801123,0
2,,65.354324,68.503937,5.3333335,11.5,11.5,1.6739764,0
,,66.929123,67.716537,15.555555,15,,2.7444179,1
5,52.007839,68.897636,69.291336,4.9729729,9.5,11.5,1.6040179,1
3,49.999981,,75.196854,10,9.5,9.5,2.3025851,0
,47.007847,66.929123,68.503937,12,9.5,9.5,2.4849067,0
6,47.992119,62.20472,62.598427,6,11.5,9.5,1.7917595,1
2,45.984222,66.535416,69.291336,8.9059458,9.5,9.5,2.1867192,0
,,,70.078743,12.773333,,,2.5473597,0
3,51.968491,70.078728,70.078743,6.4864864,12.5,9.5,1.8697211,1
,54.015739,,78.740158,19.044445,,,2.9467754,0
3,50.984219,68.503929,70.078743,9.5,10.5,9.5,2.2512918,0
2,,62.992104,65.354332,6.1363635,9.5,9.5,1.8142323,0
5,,67.3228,71.653542,4.8392,9.5,9.5,1.5767494,0
3,45.984222,62.598392,62.598427,15.0912,9.5,9.5,2.7141118,1
6,47.992119,66.929123,69.291336,7,9.5,9.5,1.9459101,0
3,51.968491,72.44091,75.196854,17.777779,12.5,19,2.8779492,0
6,47.992119,,70.078743,8,,,2.0794415,0
,44.999985,59.055119,66.929131,8.9142857,9.5,9.5,2.1876552,0
5,50.984219,66.929123,70.866142,8.4444447,11.5,11.5,2.1335087,0
7,45.984222,,64.173225,4.2666669,9.5,,1.450833,1
,,,64.960632,6.4864864,,,1.8697211,1
,45.984222,68.503929,69.685036,5.1999998,9.5,9.5,1.6486586,0
9,44.999985,,66.929131,5.8571429,10.5,10.5,1.7676619,1
,50.984219,,67.716537,7.6571426,,,2.0356388,1
4,49.999981,,66.141731,5.6756759,,,1.7361896,1
2,45.984222,63.385815,65.748032,9.5747366,9.5,11.5,2.2591281,0
2,50.984219,66.929123,70.078743,5,9.5,9.5,1.6094379,0
4,45.984222,63.779522,65.748032,10,11.5,9.5,2.3025851,0
,47.992119,,63.385826,5.2631578,,,1.6607312,1
3,47.992119,,72.834648,18,10.5,10.5,2.8903718,0
3,47.992119,64.960617,72.047241,7.4626865,13.5,11.5,2.0099156,0
,49.015743,67.3228,69.685036,10.345945,11.5,12.5,2.3365946,0
2,47.007847,,64.566933,6.25,8.5,11.5,1.8325815,1
5,49.015743,64.960617,66.535431,5.558919,11.5,17,1.7154037,1
4,47.007847,,65.354332,3.6500001,9.5,9.5,1.2947272,0
3,49.015743,68.110222,68.897636,6.5454545,9.5,,1.8787708,0
3,47.007847,,70.078743,7.6666665,12.5,9.5,2.0368819,0
3,47.992119,68.110222,69.291336,7.2727275,,,1.9841313,0
4,50.984219,67.3228,74.015747,24,12.5,11.5,3.1780539,0
,50.984219,,69.685036,5.3913045,10.5,10.5,1.6847874,0
3,47.992119,68.503929,70.472443,6.8221622,10.5,10.5,1.9201765,0
4,52.992115,,75.590553,12.763636,,,2.5466001,0
3,47.007847,,70.078743,9.871892,,,2.2896914,0
4,,61.811012,73.622047,5.1999998,9.5,9.5,1.6486586,0
4,47.992119,,64.960632,6.9047618,,,1.9322113,1
5,52.007839,,73.622047,6.4000001,,,1.856298,0
3,49.999981,70.078728,72.047241,11.428572,11.5,11.5,2.4361165,0
3,47.007847,66.929123,68.897636,5.503684,11.5,11.5,1.7054178,0
4,,,72.047241,12.5,,,2.5257287,0
5,47.992119,67.3228,68.110237,9.6000004,11.5,19,2.2617631,0
3,49.999981,,70.472443,12.222222,10.5,9.5,2.5032558,0
,49.999981,,64.960632,4.3157897,10.5,11.5,1.4622803,1
5,45.984222,62.992104,66.141731,6.9000001,11.5,12.5,1.9315214,0
,50.984219,,72.440948,7.5657897,,,2.0236368,0
3,45.984222,66.141708,66.535431,13.888889,11.5,11.5,2.6310892,0
3,47.992119,66.141708,70.078743,5.1020408,10.5,9.5,1.6296406,0
3,49.015743,,68.897636,10.285714,,,2.3307559,1
4,,,71.653542,5.090909,,,1.6274564,0
4,52.992115,,75.984253,11.04,10.5,10.5,2.401525,0
3,49.015743,69.291313,72.047241,11.657143,9.5,10.5,2.455919,0
4,49.015743,,67.716537,.9818182,,,-.01834912,0
2,49.015743,,64.960632,3.75,,,1.3217559,1
3,52.992115,66.929123,68.897636,7.1142855,10.5,10.5,1.9621048,0
3,47.992119,62.992104,69.291336,5.7062502,9.5,9.5,1.7415621,0
1,,,72.834648,12.665,,,2.5388422,0
5,,72.834625,75.984253,5.6410255,11.5,10.5,1.7300659,0
5,49.999981,70.472443,72.440948,13.32,13.5,9.5,2.5892665,0
3,49.015743,68.110222,68.110237,7.818182,9.5,9.5,2.056452,0
,,,66.535431,8.6000004,,,2.1517622,0
3,50.984219,,69.685036,8.8235292,,,2.177422,0
,47.992119,,68.897636,12,10.5,9.5,2.4849067,0
3,49.999981,64.960617,65.748032,6,9.5,9.5,1.7917595,1
,50.984219,72.047241,74.015747,8.045455,10.5,10.5,2.0851073,0
,45.984222,,66.141731,7,10.5,,1.9459101,0
,47.007847,,67.716537,6.2068968,,,1.8256611,0
3,54.015739,77.165321,79.527557,11.368421,9.5,11.5,2.4308393,0
5,49.999981,69.68502,70.472443,13.72093,10.5,10.5,2.6189225,0
4,50.984219,69.68502,69.685036,11.842105,9.5,9.5,2.4716613,0
3,49.015743,64.960617,66.535431,15,10.5,9.5,2.7080503,1
3,47.992119,70.866112,73.622047,9.9839993,17,17,2.3009837,0
,52.992115,62.20472,68.110237,9.7142859,9.5,9.5,2.2735975,0
7,45.984222,64.173195,68.110237,7.3200002,9.5,9.5,1.9906104,0
5,49.015743,,64.960632,5.0526314,,,1.6199092,1
4,44.999985,61.417301,61.811024,3.2,11.5,10.5,1.1631508,1
7,49.999981,68.897636,73.622047,11.578947,9.5,9.5,2.4491885,0
2,47.992119,,70.472443,7.352941,,,1.9951004,0
3,50.984219,72.44091,74.015747,6,9.5,9.5,1.7917595,0
,47.992119,58.661407,61.811024,5.0500002,9.5,11.5,1.6193882,1
3,,,66.929131,4.6428571,,,1.5353299,0
3,47.992119,63.385815,63.385826,12,17,13.5,2.4849067,1
3,49.999981,66.929123,70.078743,7.8285713,9.5,9.5,2.05778,0
4,44.999985,,61.023621,4.1025643,,,1.4116123,1
3,44.015713,64.566902,66.535431,5.5,9.5,9.5,1.704748,0
,49.015743,,69.685036,3.8461537,,,1.3470737,0
5,42.992088,,62.992126,8.6933336,11.5,17,2.1625564,1
3,,,73.622047,8.75,,,2.1690538,0
,49.015743,,71.653542,11.733334,,,2.4624338,0
4,47.992119,66.929123,69.291336,6.25,11.5,9.5,1.8325815,0
2,,,72.047241,14,,,2.6390574,0
2,45.984222,,62.598427,15.555555,,,2.7444179,1
,50.984219,,62.992126,11.578947,,,2.4491885,1
3,49.999981,71.653534,74.409447,8.333333,10.5,10.5,2.1202636,0
5,52.007839,70.866112,73.228348,91.199997,9.5,13.5,4.5130548,0
4,45.984222,68.897636,71.259842,14.181818,10.5,10.5,2.6519606,0
3,49.999981,68.897636,72.047241,10.526316,10.5,10.5,2.3538783,0
2,,,72.834648,72,,,4.2766662,0
4,49.015743,67.3228,69.685036,13.45,11.5,13.5,2.598979,0
3,50.984219,,70.078743,14.888889,,,2.7006152,1
3,,,68.897636,9.375,12.5,11.5,2.2380466,0
3,52.992115,,67.716537,9.1428576,15,17,2.2129729,1
3,50.984219,70.078728,72.047241,12.5,,,2.5257287,0
4,,,73.622047,16.799999,10.5,12.5,2.8213789,0
3,47.992119,66.535416,68.897636,132,13.5,13.5,4.882802,0
5,49.015743,67.3228,68.897636,12.342857,10.5,10.5,2.5130775,0
3,47.992119,66.929123,67.716537,9.5279999,10.5,10.5,2.2542348,0
3,52.007839,66.929123,69.685036,10.105263,,,2.3130565,1
3,51.968491,71.653534,73.228348,7.6363635,10.5,9.5,2.0329216,0
,,,71.653542,12.727273,,,2.5437472,0
3,49.999981,70.472443,71.653542,9.333333,11.5,9.5,2.2335923,0
4,52.992115,72.834625,76.771652,6.8727274,10.5,10.5,1.927561,0
5,47.007847,,68.897636,7.5789475,9.5,10.5,2.0253744,0
3,47.007847,66.141708,68.110237,8.3199997,10.5,11.5,2.1186621,0
3,52.007839,72.047241,72.834648,10.222222,9.5,9.5,2.324564,0
4,49.015743,67.3228,68.897636,5.7962961,9.5,9.5,1.7572191,0
3,49.015743,68.897636,69.291336,6.5747366,9.5,9.5,1.8832345,0
5,49.999981,64.960617,65.748032,86.399994,9.5,11.5,4.4589877,1
5,52.007839,,71.653542,4.2857141,9.5,10.5,1.4552872,0
3,49.999981,65.354324,65.748032,5.8953848,9.5,9.5,1.7741698,1
4,49.999981,,71.653542,8.9473686,11.5,10.5,2.1913595,0
,,70.866112,73.228348,7.5999999,9.5,10.5,2.0281482,0
5,49.999981,69.291313,70.866142,6.6976743,9.5,9.5,1.9017603,0
5,,66.929123,68.897636,6.6666665,17,10.5,1.89712,0
,,,66.141731,4.2857141,,,1.4552872,1
2,,,70.078743,22.5,,,3.1135154,0
4,49.015743,66.535416,69.685036,6,9.5,17,1.7917595,0
5,50.984219,70.866112,72.047241,9.1578951,12.5,13.5,2.2146163,0
3,47.992119,66.141708,67.322838,8.7893333,15,9.5,2.1735389,1
3,45.984222,66.535416,69.291336,14,9.5,11.5,2.6390574,0
2,47.007847,,70.472443,138,10.5,,4.9272537,0
3,47.007847,,63.779526,4.6472726,10.5,9.5,1.5362805,1
,50.984219,,75.590553,7.9487181,10.5,10.5,2.0730107,0
4,49.015743,,70.866142,4.2307692,10.5,9.5,1.4423838,0
4,49.999981,,71.653542,6.6666665,,,1.89712,0
3,49.015743,,64.173225,5.1351352,9.5,9.5,1.6361061,1
4,47.992119,62.992104,64.173225,7.5,,,2.0149031,1
3,45.984222,64.960617,66.929131,7.4285712,9.5,9.5,2.0053334,0
6,44.015713,64.173195,66.929131,10,11.5,,2.3025851,0
2,49.015743,,70.472443,20.888889,,,3.0392175,0
4,45.984222,61.023594,61.417324,6.4864864,,,1.8697211,1
2,49.015743,,64.960632,5.5555553,,,1.7147983,1
4,45.984222,64.960617,66.535431,5.1282053,11.5,9.5,1.6347557,0
3,49.999981,66.535416,68.897636,9.6000004,9.5,9.5,2.2617631,0
3,49.999981,70.866112,75.984253,14.4,9.5,9.5,2.6672282,0
5,,69.68502,70.866142,10.333333,10.5,11.5,2.3353748,0
3,,,65.354332,10.498286,,,2.351212,1
4,49.015743,67.3228,68.897636,8.4210529,15,11.5,2.1307349,0
,47.992119,64.960617,66.929131,7.5,12.5,17,2.0149031,1
3,49.015743,,63.779526,4.8822861,9.5,9.5,1.5856136,1
,47.007847,66.929123,70.078743,4.2857141,9.5,9.5,1.4552872,0
8,47.992119,64.173195,70.078743,8.8888893,,,2.1848021,0
3,,69.68502,71.259842,6.6666665,13.5,12.5,1.89712,0
2,,70.866112,71.653542,5.6363635,10.5,9.5,1.7292391,0
7,47.007847,61.023594,66.141731,5.7991071,10.5,10.5,1.7577039,1
,49.015743,,74.015747,9.189189,,,2.2180276,0
3,49.999981,64.566902,65.354332,7.6190476,12.5,11.5,2.0306513,1
4,47.992119,,62.598427,6.2162161,,,1.8271614,1
3,49.999981,64.173195,64.566933,10,11.5,11.5,2.3025851,1
5,,,62.598427,4.7119999,11.5,9.5,1.5501124,1
7,47.992119,,70.078743,15,,,2.7080503,0
5,49.015743,66.141708,70.078743,9.9984007,12.5,12.5,2.3024251,0
3,,,71.653542,6.9200001,12.5,12.5,1.9344158,0
3,47.007847,62.992104,63.779526,6.9789476,9.5,9.5,1.9428982,1
4,49.015743,69.68502,70.078743,16,9.5,9.5,2.7725887,0
,52.007839,66.929123,67.716537,7.5510206,12.5,19,2.0216827,1
2,49.999981,66.141708,71.653542,8,9.5,,2.0794415,0
3,52.007839,,74.015747,9.333333,11.5,11.5,2.2335923,0
3,52.992115,,73.622047,11.428572,,,2.4361165,0
4,49.015743,68.897636,70.472443,3.6666667,15,15,1.299283,0
7,49.999981,63.779522,64.960632,1.735,11.5,15,.55100745,1
5,49.015743,64.173195,64.960632,8.9074287,11.5,15,2.1868856,1
3,49.999981,64.566902,64.960632,7.7777777,,,2.0512707,1
,,66.141708,66.929131,7.8947368,9.5,9.5,2.0661962,1
,49.015743,62.992104,64.566933,9.3421049,12.5,12.5,2.2345316,1
3,50.984219,64.566902,64.566933,6.6666665,15,17,1.89712,1
5,47.992119,68.503929,68.503937,72,15,11.5,4.2766662,0
4,52.007839,66.929123,68.110237,11.315789,10.5,12.5,2.426199,1
,49.999981,,70.078743,10,9.5,15,2.3025851,0
3,,,71.653542,2.75,,,1.011601,0
4,49.015743,,62.598427,13.028571,,,2.5671446,1
,,62.992104,62.992126,8.3111115,10.5,10.5,2.1175933,1
,,,71.259842,9.6000004,,,2.2617631,0
3,51.968491,70.078728,71.259842,11,9.5,9.5,2.3978953,1
5,49.999981,68.897636,72.047241,6.3829789,9.5,9.5,1.853635,0
2,47.992119,64.566902,65.748032,90.810814,,,4.5087786,1
4,50.984219,67.3228,71.653542,13.333333,13.5,12.5,2.5902672,0
3,47.992119,62.598392,63.385826,6.0540543,10.5,,1.8007282,1
3,49.999981,,69.685036,10.5,,,2.3513753,0
3,47.992119,,72.047241,8.181818,10.5,9.5,2.1019144,0
5,49.015743,65.354324,67.716537,8.4324322,9.5,9.5,2.1320853,0
6,,,67.716537,7.0527778,,,1.9534216,0
3,49.999981,70.472443,71.259842,13.333333,9.5,9.5,2.5902672,0
,47.992119,67.716507,77.165352,10.666667,12.5,9.5,2.3671236,0
3,49.999981,69.68502,71.259842,4.8333335,12.5,9.5,1.5755364,0
3,49.999981,66.535416,71.653542,5,11.5,9.5,1.6094379,0
4,45.984222,66.141708,68.110237,5.2631578,10.5,9.5,1.6607312,0
2,52.992115,66.929123,67.716537,7.7211428,11.5,11.5,2.0439625,1
3,47.992119,64.566902,65.354332,4.7740541,9.5,9.5,1.5631958,1
3,47.992119,64.173195,64.960632,1.4285715,,,.35667497,1
3,49.015743,68.897636,70.472443,10.378378,9.5,9.5,2.3397245,0
3,,66.141708,68.503937,10.105263,11.5,8.5,2.3130565,0
,,,64.173225,6.9767442,,,1.9425824,1
4,49.015743,,66.141731,5.4054055,,,1.6873995,1
5,,,69.685036,6.3200002,,,1.8437192,0
3,45.984222,,61.811024,5.7142859,,,1.7429693,1
,52.007839,,72.047241,5.5714288,,,1.7176515,0
4,47.007847,62.992104,64.566933,5.2042103,15,19,1.6494679,1
3,49.015743,,71.653542,4.7619047,,,1.5606477,0
4,52.992115,,69.291336,9.189189,13.5,12.5,2.2180276,1
3,49.015743,,66.141731,5.7142859,12.5,12.5,1.7429693,1
7,47.992119,62.598392,72.047241,4,11.5,10.5,1.3862944,0
5,44.999985,63.385815,64.960632,3.7920001,11.5,9.5,1.3328936,1
,,,64.566933,5.6756759,,,1.7361896,1
3,50.984219,66.535416,68.110237,4,17,15,1.3862944,0
4,54.015739,67.716507,68.897636,3.825,9.5,9.5,1.3415585,1
2,49.015743,68.110222,69.291336,17.6,12.5,13.5,2.8678989,0
3,47.007847,66.535416,67.716537,4,9.5,11.5,1.3862944,0
3,49.015743,65.354324,66.141731,13.333333,9.5,9.5,2.5902672,0
4,,70.472443,73.228348,10.8,10.5,11.5,2.3795462,0
4,49.015743,63.779522,64.566933,5,9.5,12.5,1.6094379,1
6,,64.960617,66.535431,11.428572,11.5,11.5,2.4361165,0
4,,70.866112,73.622047,9.1866665,,,2.2177532,0
4,49.015743,67.716507,69.685036,6.8888888,8.5,9.5,1.9299098,0
2,49.999981,,73.622047,10.555555,,,2.3566523,0
4,47.007847,,63.385826,8.4210529,15,13.5,2.1307349,1
9,49.015743,65.354324,68.897636,7.1428571,8.5,10.5,1.9661129,0
3,52.007839,69.68502,70.078743,7.4666667,10.5,9.5,2.0104487,0
3,50.984219,66.141708,66.141731,7.5,10.5,11.5,2.0149031,1
6,50.984219,67.3228,69.685036,14.285714,13.5,19,2.65926,0
4,47.992119,,63.385826,2.9189188,9.5,9.5,1.0712132,1
5,49.999981,65.354324,66.141731,4.3333335,9.5,9.5,1.4663371,1
4,47.007847,64.566902,67.716537,8.727273,,11.5,2.1664529,0
6,,64.173195,66.141731,9.6000004,11.5,13.5,2.2617631,1
3,,,66.929131,12.083333,,,2.491827,0
5,49.999981,64.566902,66.929131,3.7333333,10.5,10.5,1.3173015,1
5,47.992119,,67.322838,9.0476189,,,2.2025015,0
4,49.015743,70.472443,71.653542,8.8888893,10.5,10.5,2.1848021,0
3,47.992119,70.078728,72.047241,8,11.5,11.5,2.0794415,0
3,49.015743,68.503929,71.653542,7.1428571,9.5,9.5,1.9661129,0
4,50.984219,,68.503937,6.1714287,,,1.8199303,0
4,47.992119,69.291313,70.866142,10.256411,9.5,9.5,2.327903,0
7,,69.291313,70.472443,11.98,10.5,9.5,2.4832385,0
3,,70.472443,73.228348,7.7192984,10.5,10.5,2.0437236,0
4,47.007847,61.811012,62.204723,5.7600002,9.5,9.5,1.7509375,1
4,44.999985,,64.960632,4,,,1.3862944,1
,49.999981,,62.992126,9.583333,,,2.2600255,0
